"","Gender","Ever_Married","Age","Graduated","Spending_Score","Family_Size"
"4063","Female","No",25,"No","Low",3
"4064","Male","No",22,"No","Low",6
"4065","Female","Yes",47,"Yes","High",6
"4066","Male","Yes",68,"Yes","High",2
"4067","Male","No",25,"No","Low",2
"4068","Male","Yes",27,"No","Low",6
"4069","Male","Yes",38,"Yes","Average",3
"4070","Female","No",33,"No","Low",1
"4071","Female","Yes",46,"No","Low",5
"4072","Female","Yes",37,"Yes","Low",2
"4073","Female","Yes",41,"Yes","Average",2
"4074","Female","No",29,"No","Low",1
"4075","Female","No",19,"No","Low",5
"4076","Male","Yes",82,"No","High",2
"4077","Female","Yes",48,"Yes","Low",1
"4078","Male","Yes",67,"Yes","High",2
"4079","Female","Yes",77,"Yes","High",2
"4080","Male","Yes",40,"Yes","Low",3
"4081","Male","Yes",61,"Yes","Low",1
"4082","Male","Yes",46,"Yes","Average",5
"4083","Male","Yes",39,"Yes","Average",3
"4084","Female","Yes",89,"Yes","High",3
"4085","Male","Yes",30,"No","Average",3
"4086","Female","Yes",47,"Yes","Average",2
"4087","Female","No",22,"No","Low",3
"4088","Female","No",42,"Yes","Low",3
"4089","Male","Yes",69,"Yes","High",2
"4090","Female","No",30,"Yes","Low",5
"4091","Male","Yes",39,"No","High",7
"4092","Male","No",27,"No","Low",1
"4093","Male","Yes",30,"No","Average",3
"4094","Male","Yes",47,"Yes","High",4
"4095","Female","Yes",81,"No","High",2
"4096","Male","Yes",42,"No","Average",3
"4097","Female","No",43,"Yes","Low",1
"4098","Female","No",31,"No","Low",5
"4099","Female","Yes",39,"Yes","Average",3
"4100","Female","Yes",57,"Yes","Average",4
"4101","Male","Yes",35,"Yes","Low",2
"4102","Female","No",31,"No","Low",3
"4103","Female","No",28,"Yes","Low",6
"4104","Male","Yes",58,"Yes","Average",2
"4105","Male","Yes",71,"Yes","High",2
"4106","Female","Yes",36,"Yes","Average",2
"4107","Female","No",43,"Yes","Low",3
"4108","Male","Yes",69,"Yes","Low",2
"4109","Male","Yes",77,"Yes","Low",1
"4110","Male","Yes",50,"Yes","Average",4
"4111","Female","Yes",50,"Yes","Average",4
"4112","Female","No",40,"Yes","Low",2
"4113","Female","Yes",43,"Yes","Average",2
"4114","Male","No",37,"No","Low",1
"4115","Female","Yes",65,"Yes","High",3
"4116","Female","Yes",46,"Yes","Average",4
"4117","Male","Yes",35,"No","Average",4
"4118","Female","Yes",86,"No","High",2
"4119","Male","No",63,"No","Low",1
"4120","Female","Yes",40,"Yes","Average",5
"4121","Female","Yes",55,"Yes","Low",1
"4122","Male","No",37,"Yes","Low",4
"4123","Male","No",31,"Yes","Low",1
"4124","Male","No",28,"Yes","Low",4
"4125","Female","Yes",48,"Yes","High",3
"4126","Male","No",38,"Yes","Low",2
"4127","Male","Yes",57,"Yes","Average",5
"4128","Female","No",48,"No","Low",1
"4129","Male","Yes",81,"Yes","Low",1
"4130","Female","No",21,"No","Low",8
"4131","Female","No",33,"Yes","Low",2
"4132","Male","No",38,"Yes","Low",2
"4133","Female","Yes",37,"Yes","Average",3
"4134","Female","No",33,"Yes","Low",1
"4135","Male","Yes",38,"Yes","Average",2
"4136","Female","Yes",39,"Yes","Average",4
"4137","Female","Yes",59,"Yes","High",2
"4138","Female","Yes",57,"Yes","Average",4
"4139","Male","Yes",80,"Yes","Low",1
"4140","Male","Yes",42,"No","Low",3
"4141","Male","Yes",75,"Yes","Low",1
"4142","Female","No",29,"No","Low",2
"4143","Female","No",33,"Yes","Low",2
"4144","Female","Yes",63,"Yes","Low",2
"4145","Male","No",33,"Yes","Low",6
"4146","Male","No",22,"No","Low",4
"4147","Male","Yes",36,"Yes","Average",2
"4148","Female","Yes",53,"Yes","Average",3
"4149","Male","Yes",35,"Yes","Low",5
"4150","Female","Yes",29,"Yes","Average",2
"4151","Female","Yes",31,"Yes","Low",1
"4152","Male","Yes",38,"Yes","Low",4
"4153","Male","No",22,"No","Low",8
"4154","Female","Yes",57,"Yes","Average",3
"4155","Female","Yes",42,"No","Average",6
"4156","Male","No",78,"Yes","Low",1
"4157","Female","Yes",77,"Yes","High",2
"4158","Male","Yes",79,"Yes","High",2
"4159","Male","Yes",53,"Yes","High",4
"4160","Female","Yes",42,"Yes","Low",2
"4161","Female","No",72,"Yes","Low",2
"4162","Male","Yes",71,"No","Average",2
"4163","Female","No",25,"No","Low",1
"4164","Male","Yes",74,"Yes","High",2
"4165","Male","Yes",61,"Yes","Low",3
"4166","Male","Yes",48,"Yes","Average",3
"4167","Female","No",28,"No","Low",4
"4168","Female","Yes",43,"Yes","Average",2
"4169","Female","No",18,"No","Low",3
"4170","Male","Yes",82,"Yes","High",2
"4171","Male","Yes",40,"Yes","Low",1
"4172","Male","No",32,"No","Low",3
"4173","Male","No",27,"Yes","Low",4
"4174","Female","No",21,"No","Low",2
"4175","Female","No",28,"No","Low",2
"4176","Male","Yes",43,"Yes","Average",3
"4177","Female","Yes",38,"No","Average",5
"4178","Male","Yes",63,"Yes","Average",4
"4179","Male","Yes",25,"Yes","Average",2
"4180","Male","Yes",41,"Yes","Average",3
"4181","Male","No",27,"Yes","Low",1
"4182","Male","Yes",37,"Yes","Average",3
"4183","Female","Yes",57,"No","Low",1
"4184","Male","Yes",86,"Yes","Low",1
"4185","Male","Yes",56,"No","High",8
"4186","Female","No",27,"Yes","Low",1
"4187","Male","Yes",70,"No","High",2
"4188","Female","No",22,"No","Low",4
"4189","Male","Yes",35,"Yes","High",2
"4190","Male","No",31,"No","Low",2
"4191","Male","Yes",40,"Yes","Average",4
"4192","Female","Yes",43,"Yes","Low",2
"4193","Female","Yes",38,"No","Low",2
"4194","Female","No",28,"No","Low",4
"4195","Female","No",48,"Yes","Low",1
"4196","Female","Yes",41,"Yes","Average",2
"4197","Female","No",29,"No","Low",3
"4198","Male","Yes",45,"No","Average",3
"4199","Female","Yes",45,"Yes","High",5
"4200","Female","No",41,"Yes","Low",2
"4201","Female","Yes",28,"No","High",3
"4202","Female","Yes",69,"Yes","High",2
"4203","Male","Yes",53,"Yes","Average",3
"4204","Female","Yes",81,"Yes","High",2
"4205","Male","Yes",48,"Yes","Average",5
"4206","Female","Yes",45,"Yes","Average",2
"4207","Female","Yes",28,"No","Average",2
"4208","Male","Yes",57,"No","High",3
"4209","Male","Yes",51,"Yes","High",3
"4210","Male","No",27,"No","Low",3
"4211","Female","No",27,"Yes","Low",3
"4212","Male","Yes",30,"Yes","High",2
"4213","Female","No",21,"No","Low",4
"4214","Male","No",38,"Yes","Low",2
"4215","Male","Yes",57,"No","High",3
"4216","Female","Yes",78,"Yes","High",2
"4217","Female","Yes",46,"Yes","Average",3
"4218","Male","Yes",75,"No","High",2
"4219","Female","Yes",39,"Yes","Low",1
"4220","Female","Yes",52,"Yes","Low",1
"4221","Female","No",25,"No","Low",3
"4222","Female","Yes",37,"Yes","Average",3
"4223","Male","Yes",31,"Yes","Low",2
"4224","Female","No",18,"No","Low",4
"4225","Male","No",36,"Yes","Low",2
"4226","Female","Yes",59,"Yes","High",5
"4227","Male","Yes",39,"Yes","Average",2
"4228","Female","No",25,"Yes","Low",1
"4229","Female","Yes",47,"No","Low",1
"4230","Male","Yes",32,"Yes","Low",2
"4231","Female","Yes",38,"No","Average",2
"4232","Male","Yes",52,"Yes","Average",4
"4233","Male","No",21,"No","Low",6
"4234","Male","Yes",70,"No","Low",1
"4235","Male","No",31,"No","Low",4
"4236","Female","No",23,"No","Low",4
"4237","Male","No",33,"No","Low",3
"4238","Male","Yes",37,"Yes","High",2
"4239","Female","Yes",77,"Yes","High",2
"4240","Female","Yes",42,"Yes","Low",2
"4241","Male","Yes",73,"Yes","Average",3
"4242","Female","Yes",40,"Yes","Average",6
"4243","Female","No",33,"Yes","Low",3
"4244","Male","No",18,"No","Low",3
"4245","Female","Yes",43,"Yes","Low",2
"4246","Male","Yes",59,"Yes","Low",2
"4247","Female","No",32,"No","Low",4
"4248","Female","No",42,"No","Low",1
"4249","Female","Yes",46,"Yes","Low",1
"4250","Male","Yes",53,"Yes","Low",3
"4251","Male","Yes",41,"Yes","Average",3
"4252","Male","No",21,"No","Low",3
"4253","Male","Yes",62,"No","High",2
"4254","Female","No",58,"Yes","Low",1
"4255","Male","Yes",36,"Yes","Low",1
"4256","Female","No",28,"Yes","Low",2
"4257","Female","Yes",47,"Yes","Average",4
"4258","Female","Yes",46,"Yes","High",4
"4259","Male","Yes",49,"Yes","Average",2
"4260","Male","No",33,"No","Low",5
"4261","Female","Yes",49,"Yes","Average",2
"4262","Male","Yes",25,"Yes","Low",4
"4263","Male","Yes",80,"Yes","Low",1
"4264","Male","No",36,"Yes","Low",4
"4265","Male","No",26,"No","Low",1
"4266","Female","Yes",45,"No","Low",1
"4267","Female","Yes",41,"Yes","Average",4
"4268","Female","Yes",69,"Yes","Low",2
"4269","Male","Yes",53,"Yes","Average",4
"4270","Male","Yes",41,"Yes","High",2
"4271","Male","Yes",43,"No","Low",4
"4272","Female","Yes",51,"Yes","Average",2
"4273","Male","Yes",45,"Yes","Average",6
"4274","Male","Yes",50,"Yes","High",3
"4275","Male","Yes",57,"Yes","Average",4
"4276","Male","Yes",70,"Yes","High",2
"4277","Female","Yes",59,"No","Low",3
"4278","Male","Yes",84,"Yes","Low",1
"4279","Female","No",30,"Yes","Low",5
"4280","Male","Yes",43,"Yes","Average",4
"4281","Male","No",40,"Yes","Low",1
"4282","Male","Yes",74,"No","Low",1
"4283","Male","No",33,"No","Low",3
"4284","Female","Yes",63,"Yes","Low",1
"4285","Male","Yes",41,"Yes","High",5
"4286","Female","Yes",60,"No","Average",3
"4287","Male","No",31,"Yes","Low",4
"4288","Female","Yes",28,"Yes","Average",2
"4289","Female","Yes",37,"No","Average",2
"4290","Male","Yes",70,"No","High",2
"4291","Male","Yes",78,"No","Low",2
"4292","Male","No",19,"No","Low",3
"4293","Female","No",38,"Yes","Low",8
"4294","Male","No",19,"No","Low",3
"4295","Female","Yes",28,"No","Low",1
"4296","Female","Yes",73,"No","Low",3
"4297","Male","Yes",84,"No","High",2
"4298","Male","No",21,"No","Low",4
"4299","Male","Yes",79,"No","High",2
"4300","Male","No",59,"No","Low",1
"4301","Male","Yes",42,"Yes","Average",3
"4302","Male","Yes",55,"Yes","Low",4
"4303","Male","Yes",41,"Yes","Low",2
"4304","Male","Yes",72,"Yes","High",4
"4305","Male","Yes",52,"No","Average",6
"4306","Female","No",25,"Yes","Low",1
"4307","Male","Yes",56,"Yes","Low",2
"4308","Male","Yes",80,"No","High",2
"4309","Male","Yes",83,"No","Low",7
"4310","Male","Yes",48,"Yes","Average",2
"4311","Female","Yes",47,"Yes","Average",2
"4312","Female","Yes",47,"Yes","Average",2
"4313","Female","Yes",83,"No","High",2
"4314","Female","Yes",38,"No","Low",1
"4315","Male","No",29,"Yes","Low",3
"4316","Male","Yes",50,"Yes","Average",4
"4317","Female","Yes",52,"No","Average",4
"4318","Male","Yes",67,"No","High",2
"4319","Male","No",33,"Yes","Low",8
"4320","Male","Yes",36,"No","High",6
"4321","Male","Yes",65,"No","Average",4
"4322","Female","No",25,"No","Low",9
"4323","Male","Yes",27,"No","Low",4
"4324","Male","Yes",22,"No","Low",4
"4325","Male","Yes",51,"No","Average",3
"4326","Female","No",42,"Yes","Low",1
"4327","Male","Yes",46,"Yes","Average",4
"4328","Female","No",23,"No","Low",3
"4329","Male","Yes",80,"Yes","High",2
"4330","Female","Yes",40,"Yes","Low",6
"4331","Female","Yes",48,"Yes","Average",2
"4332","Female","No",55,"Yes","Low",1
"4333","Male","Yes",36,"Yes","Low",3
"4334","Male","Yes",41,"Yes","Average",2
"4335","Female","No",32,"Yes","Low",3
"4336","Male","Yes",37,"Yes","Average",2
"4337","Male","No",30,"No","Low",2
"4338","Female","Yes",79,"Yes","Low",1
"4339","Male","Yes",65,"Yes","Average",4
"4340","Male","Yes",49,"Yes","High",4
"4341","Male","Yes",53,"Yes","Average",4
"4342","Male","No",20,"No","Low",5
"4343","Female","Yes",78,"No","High",2
"4344","Male","No",32,"Yes","Low",5
"4345","Male","No",23,"No","Low",2
"4346","Female","Yes",40,"Yes","Average",2
"4347","Female","No",30,"No","Low",3
"4348","Male","Yes",45,"Yes","Low",4
"4349","Male","Yes",25,"No","Average",2
"4350","Female","No",20,"No","Low",4
"4351","Female","No",27,"Yes","Low",3
"4352","Male","No",19,"No","Low",3
"4353","Female","No",26,"Yes","Low",4
"4354","Male","Yes",55,"No","Average",2
"4355","Female","Yes",41,"No","Average",3
"4356","Male","No",25,"No","Low",4
"4357","Female","Yes",67,"Yes","Average",2
"4358","Female","Yes",25,"No","Average",2
"4359","Male","Yes",87,"Yes","Low",1
"4360","Male","Yes",26,"No","Low",6
"4361","Female","Yes",37,"Yes","Low",1
"4362","Male","No",42,"Yes","Low",1
"4363","Female","No",31,"Yes","Low",4
"4364","Female","No",20,"No","Low",3
"4365","Male","Yes",51,"Yes","High",4
"4366","Female","Yes",88,"Yes","Low",1
"4367","Male","No",33,"Yes","Low",4
"4368","Female","No",55,"Yes","Low",1
"4369","Male","No",22,"No","Low",3
"4370","Female","No",39,"Yes","Low",3
"4371","Male","Yes",62,"Yes","Low",3
"4372","Female","Yes",37,"No","Average",3
"4373","Female","No",26,"Yes","Low",1
"4374","Male","No",27,"Yes","Low",2
"4375","Male","No",29,"Yes","Low",4
"4376","Female","No",31,"Yes","Low",1
"4377","Male","Yes",40,"Yes","Average",5
"4378","Male","Yes",56,"Yes","Low",2
"4379","Female","Yes",45,"Yes","High",5
"4380","Female","No",40,"Yes","Low",1
"4381","Male","No",30,"Yes","Low",3
"4382","Male","No",23,"No","Low",4
"4383","Male","Yes",46,"Yes","Low",2
"4384","Female","Yes",39,"Yes","High",2
"4385","Female","Yes",65,"No","High",9
"4386","Male","No",40,"Yes","Low",1
"4387","Female","No",18,"No","Low",4
"4388","Male","Yes",73,"Yes","High",2
"4389","Female","Yes",67,"No","Average",4
"4390","Female","Yes",50,"Yes","Average",3
"4391","Male","Yes",38,"Yes","Average",3
"4392","Male","No",18,"No","Low",5
"4393","Male","No",19,"No","Low",4
"4394","Male","No",19,"No","Low",4
"4395","Female","No",26,"No","Low",2
"4396","Male","Yes",58,"Yes","Low",2
"4397","Female","No",28,"Yes","Low",2
"4398","Female","Yes",53,"Yes","Average",2
"4399","Male","No",18,"No","Low",2
"4400","Male","Yes",49,"Yes","Average",4
"4401","Male","No",19,"No","Low",3
"4402","Male","No",20,"No","Low",4
"4403","Male","Yes",55,"Yes","Low",2
"4404","Female","No",32,"Yes","Low",3
"4405","Male","No",27,"No","Low",4
"4406","Male","Yes",72,"Yes","High",5
"4407","Female","No",59,"Yes","Low",1
"4408","Female","Yes",35,"Yes","Low",3
"4409","Female","No",32,"Yes","Low",1
"4410","Female","Yes",28,"Yes","High",2
"4411","Male","Yes",19,"No","Low",2
"4412","Male","Yes",52,"Yes","High",1
"4413","Male","No",29,"No","Low",3
"4414","Female","Yes",51,"Yes","Average",4
"4415","Male","No",27,"Yes","Low",5
"4416","Female","No",47,"Yes","Low",1
"4417","Male","Yes",61,"No","Low",1
"4418","Female","Yes",75,"No","High",2
"4419","Male","No",19,"No","Low",1
"4420","Male","Yes",48,"Yes","Average",2
"4421","Male","Yes",59,"Yes","Average",2
"4422","Male","Yes",42,"No","Low",1
"4423","Female","No",86,"Yes","Low",1
"4424","Male","No",33,"Yes","Low",4
"4425","Female","Yes",37,"Yes","High",2
"4426","Male","Yes",49,"No","High",5
"4427","Male","Yes",52,"Yes","Average",3
"4428","Male","No",41,"Yes","Low",3
"4429","Male","No",23,"No","Low",5
"4430","Male","No",35,"No","Low",3
"4431","Male","Yes",37,"Yes","Average",2
"4432","Male","Yes",43,"Yes","Low",2
"4433","Male","Yes",50,"No","Low",2
"4434","Female","No",50,"No","Low",1
"4435","Female","No",20,"No","Low",3
"4436","Female","Yes",31,"No","Average",2
"4437","Female","No",31,"Yes","Low",3
"4438","Male","Yes",41,"No","Average",5
"4439","Male","Yes",84,"No","Low",1
"4440","Male","Yes",57,"No","Low",5
"4441","Female","No",23,"No","Low",4
"4442","Female","Yes",69,"No","Low",1
"4443","Female","Yes",68,"Yes","Low",2
"4444","Female","No",30,"No","Low",4
"4445","Female","No",26,"Yes","Low",1
"4446","Female","No",36,"Yes","Low",1
"4447","Male","No",18,"No","Low",5
"4448","Male","No",30,"Yes","Low",4
"4449","Female","No",46,"Yes","Low",1
"4450","Male","Yes",33,"Yes","Low",2
"4451","Male","No",19,"No","Low",5
"4452","Male","No",33,"Yes","Low",4
"4453","Female","Yes",65,"Yes","Low",1
"4454","Male","Yes",26,"Yes","Average",2
"4455","Female","No",30,"Yes","Low",1
"4456","Female","No",33,"Yes","Low",4
"4457","Female","Yes",27,"Yes","Average",4
"4458","Male","Yes",65,"Yes","Average",2
"4459","Male","Yes",77,"No","Low",2
"4460","Female","No",20,"No","Low",4
"4461","Female","No",27,"Yes","Low",7
"4462","Female","Yes",51,"Yes","Average",4
"4463","Male","No",18,"No","Low",4
"4464","Female","Yes",63,"Yes","Low",1
"4465","Male","Yes",36,"Yes","Average",3
"4466","Male","Yes",43,"Yes","High",4
"4467","Male","Yes",46,"Yes","High",4
"4468","Male","No",51,"Yes","Low",3
"4469","Male","No",43,"Yes","Low",1
"4470","Female","Yes",43,"Yes","Average",2
"4471","Female","No",37,"Yes","Low",1
"4472","Female","Yes",63,"No","Average",5
"4473","Male","No",30,"No","Low",5
"4474","Female","Yes",37,"Yes","Average",2
"4475","Male","Yes",53,"No","Average",3
"4476","Female","Yes",26,"Yes","High",7
"4477","Male","Yes",40,"Yes","Average",2
"4478","Male","Yes",41,"Yes","Average",4
"4479","Male","Yes",66,"Yes","Low",1
"4480","Male","Yes",80,"Yes","Low",1
"4481","Female","Yes",37,"No","Average",5
"4482","Female","Yes",42,"No","High",4
"4483","Female","No",38,"Yes","Low",2
"4484","Female","No",53,"No","Low",1
"4485","Male","No",33,"No","Low",2
"4486","Female","Yes",52,"No","Average",7
"4487","Male","Yes",33,"No","High",4
"4488","Male","No",19,"No","Low",3
"4489","Male","Yes",53,"Yes","Average",3
"4490","Male","Yes",50,"Yes","Average",8
"4491","Female","No",26,"No","Low",2
"4492","Male","No",20,"No","Low",3
"4493","Female","Yes",53,"Yes","High",4
"4494","Female","Yes",41,"Yes","Average",2
"4495","Male","Yes",48,"Yes","High",3
"4496","Male","Yes",56,"No","High",4
"4497","Female","No",66,"Yes","Low",1
"4498","Male","Yes",35,"No","Average",4
"4499","Male","Yes",50,"No","Low",2
"4500","Female","Yes",51,"Yes","Low",2
"4501","Female","No",30,"No","Low",3
"4502","Male","No",30,"No","Low",4
"4503","Female","No",50,"Yes","Low",1
"4504","Male","Yes",61,"Yes","Low",1
"4505","Male","No",19,"No","Low",5
"4506","Female","No",22,"No","Low",2
"4507","Female","No",35,"Yes","Low",1
"4508","Female","Yes",47,"Yes","Low",4
"4509","Male","No",32,"No","Low",4
"4510","Male","Yes",33,"No","High",2
"4511","Female","No",25,"Yes","Low",2
"4512","Female","No",28,"No","Low",4
"4513","Male","No",32,"No","Low",2
"4514","Female","Yes",50,"Yes","High",6
"4515","Female","Yes",37,"Yes","Average",3
"4516","Male","No",53,"Yes","Low",1
"4517","Female","Yes",49,"Yes","Low",2
"4518","Male","Yes",72,"Yes","Low",1
"4519","Male","Yes",60,"Yes","High",3
"4520","Male","No",48,"Yes","Low",1
"4521","Female","No",32,"No","Low",4
"4522","Male","No",48,"Yes","Low",2
"4523","Female","No",33,"Yes","Low",1
"4524","Female","Yes",26,"No","Low",2
"4525","Female","Yes",38,"Yes","Average",4
"4526","Female","Yes",56,"Yes","Low",1
"4527","Female","Yes",43,"Yes","High",4
"4528","Female","Yes",51,"Yes","Average",2
"4529","Female","Yes",47,"Yes","Average",2
"4530","Male","No",28,"Yes","Low",3
"4531","Male","No",20,"No","Low",2
"4532","Female","Yes",38,"No","Low",3
"4533","Male","Yes",57,"Yes","High",3
"4534","Female","Yes",28,"No","Average",2
"4535","Male","No",39,"Yes","Low",1
"4536","Male","Yes",89,"Yes","High",2
"4537","Female","Yes",81,"Yes","Average",2
"4538","Male","No",33,"Yes","Low",4
"4539","Male","Yes",32,"Yes","Average",2
"4540","Female","Yes",41,"Yes","Average",3
"4541","Male","Yes",43,"Yes","Average",2
"4542","Female","Yes",68,"No","Average",2
"4543","Female","Yes",58,"Yes","Low",2
"4544","Male","Yes",51,"Yes","Average",5
"4545","Male","Yes",47,"Yes","Low",2
"4546","Female","Yes",55,"Yes","Average",3
"4547","Female","No",39,"Yes","Low",1
"4548","Female","No",33,"Yes","Low",5
"4549","Female","Yes",62,"Yes","Low",1
"4550","Male","Yes",51,"No","High",4
"4551","Male","No",29,"Yes","Low",3
"4552","Female","No",48,"Yes","Low",1
"4553","Male","No",41,"No","Low",7
"4554","Male","No",42,"Yes","Low",1
"4555","Female","No",20,"No","Low",3
"4556","Female","Yes",60,"Yes","Average",4
"4557","Female","Yes",72,"Yes","High",2
"4558","Male","No",25,"Yes","Low",1
"4559","Female","Yes",57,"Yes","Average",4
"4560","Female","Yes",40,"Yes","Average",4
"4561","Male","Yes",35,"No","Low",2
"4562","Female","Yes",31,"Yes","Low",2
"4563","Female","Yes",78,"No","Low",1
"4564","Female","No",41,"Yes","Low",1
"4565","Male","Yes",57,"Yes","Average",3
"4566","Female","Yes",41,"Yes","Low",3
"4567","Male","Yes",49,"Yes","Low",2
"4568","Male","No",40,"No","Low",2
"4569","Male","Yes",89,"Yes","Low",2
"4570","Male","Yes",61,"Yes","High",2
"4571","Female","Yes",38,"No","Average",3
"4572","Female","Yes",58,"Yes","Average",3
"4573","Female","Yes",46,"Yes","Average",2
"4574","Female","No",22,"No","Low",3
"4575","Male","Yes",39,"Yes","Average",2
"4576","Female","Yes",58,"Yes","Average",4
"4577","Female","Yes",38,"Yes","Average",2
"4578","Male","Yes",28,"No","Average",2
"4579","Female","Yes",35,"Yes","High",4
"4580","Female","Yes",70,"Yes","High",2
"4581","Male","Yes",30,"No","High",4
"4582","Female","Yes",57,"Yes","Low",1
"4583","Male","Yes",63,"Yes","Average",4
"4584","Female","No",42,"Yes","Low",1
"4585","Male","Yes",27,"Yes","High",3
"4586","Female","No",43,"Yes","Low",1
"4587","Male","Yes",69,"No","High",4
"4588","Male","Yes",72,"Yes","Low",1
"4589","Male","Yes",26,"Yes","Low",3
"4590","Female","No",53,"Yes","Low",1
"4591","Male","Yes",49,"Yes","Average",4
"4592","Female","No",28,"No","Low",5
"4593","Male","Yes",52,"Yes","High",4
"4594","Male","Yes",43,"Yes","High",4
"4595","Male","Yes",38,"No","High",5
"4596","Female","Yes",27,"No","Average",2
"4597","Male","No",18,"No","Low",4
"4598","Male","Yes",59,"Yes","Low",3
"4599","Male","No",22,"No","Low",3
"4600","Male","No",32,"Yes","Low",4
"4601","Female","Yes",35,"Yes","Low",2
"4602","Male","Yes",51,"Yes","Average",4
"4603","Female","No",22,"No","Low",6
"4604","Male","Yes",49,"No","High",3
"4605","Male","No",32,"No","Low",3
"4606","Male","No",55,"No","Low",1
"4607","Female","Yes",36,"Yes","Average",2
"4608","Male","No",32,"Yes","Low",3
"4609","Male","No",18,"No","Low",4
"4610","Female","No",31,"Yes","Low",3
"4611","Male","Yes",53,"Yes","High",7
"4612","Female","No",42,"Yes","Low",3
"4613","Male","No",75,"No","Low",2
"4614","Male","No",30,"Yes","Low",3
"4615","Male","No",19,"No","Low",4
"4616","Male","Yes",46,"Yes","Low",2
"4617","Male","Yes",51,"Yes","Low",2
"4618","Female","No",32,"No","Low",9
"4619","Female","No",46,"Yes","Low",1
"4620","Female","No",45,"Yes","Low",1
"4621","Male","Yes",50,"Yes","Average",3
"4622","Female","Yes",36,"No","Low",3
"4623","Female","No",40,"Yes","Low",1
"4624","Female","Yes",40,"Yes","Low",2
"4625","Male","Yes",43,"No","High",9
"4626","Male","No",19,"No","Low",5
"4627","Male","Yes",42,"No","Average",2
"4628","Male","No",29,"Yes","Low",1
"4629","Female","Yes",37,"Yes","Average",2
"4630","Female","No",38,"No","Low",1
"4631","Female","Yes",79,"Yes","Low",1
"4632","Male","No",25,"No","Low",7
"4633","Female","No",29,"No","Low",5
"4634","Female","No",33,"Yes","Low",1
"4635","Female","No",26,"No","Low",6
"4636","Male","No",26,"No","Low",4
"4637","Female","Yes",38,"Yes","Average",2
"4638","Female","No",60,"Yes","Low",3
"4639","Female","No",33,"No","Low",7
"4640","Female","Yes",71,"Yes","Low",1
"4641","Male","Yes",45,"Yes","Low",2
"4642","Female","Yes",60,"Yes","Average",2
"4643","Female","Yes",31,"Yes","Average",2
"4644","Female","No",26,"Yes","Low",1
"4645","Female","Yes",42,"Yes","Low",1
"4646","Female","No",35,"No","Low",1
"4647","Female","No",20,"No","Low",3
"4648","Male","No",25,"Yes","Low",5
"4649","Female","No",23,"No","Low",2
"4650","Male","Yes",53,"Yes","Average",5
"4651","Female","No",49,"Yes","Low",2
"4652","Female","No",35,"Yes","Low",1
"4653","Male","Yes",60,"Yes","High",3
"4654","Male","Yes",86,"Yes","Low",1
"4655","Male","No",18,"No","Low",2
"4656","Male","Yes",38,"Yes","High",4
"4657","Male","No",39,"Yes","Low",2
"4658","Female","No",45,"No","Low",1
"4659","Male","No",28,"Yes","Low",4
"4660","Male","Yes",65,"Yes","High",2
"4661","Female","No",41,"Yes","Low",1
"4662","Male","Yes",48,"No","Average",3
"4663","Female","Yes",52,"Yes","High",4
"4664","Female","No",26,"Yes","Low",1
"4665","Female","No",30,"Yes","Low",4
"4666","Female","Yes",77,"No","Low",1
"4667","Female","No",37,"No","Low",1
"4668","Female","No",65,"Yes","Low",5
"4669","Male","Yes",61,"Yes","Average",2
"4670","Female","No",32,"No","Low",5
"4671","Male","Yes",49,"Yes","Low",3
"4672","Male","No",19,"No","Low",4
"4673","Male","Yes",50,"Yes","Average",3
"4674","Female","No",31,"No","Low",5
"4675","Male","Yes",45,"Yes","Average",2
"4676","Male","Yes",82,"Yes","High",2
"4677","Male","No",33,"No","Low",3
"4678","Male","Yes",39,"Yes","High",3
"4679","Male","No",20,"No","Low",5
"4680","Female","Yes",85,"Yes","Low",5
"4681","Male","Yes",49,"Yes","Low",2
"4682","Female","Yes",76,"Yes","High",2
"4683","Male","Yes",37,"Yes","High",4
"4684","Male","Yes",62,"No","Average",3
"4685","Female","No",23,"No","Low",6
"4686","Male","No",33,"Yes","Low",1
"4687","Male","Yes",53,"Yes","Low",3
"4688","Male","Yes",46,"No","Average",3
"4689","Male","Yes",28,"No","Average",2
"4690","Female","No",87,"No","Low",2
"4691","Female","Yes",45,"Yes","Average",2
"4692","Female","No",21,"No","Low",4
"4693","Female","No",51,"Yes","Low",1
"4694","Female","Yes",37,"Yes","Average",4
"4695","Male","Yes",49,"Yes","Average",4
"4696","Female","No",66,"No","Low",3
"4697","Male","Yes",42,"Yes","Low",2
"4698","Male","Yes",45,"No","Average",3
"4699","Male","No",32,"Yes","Low",4
"4700","Male","No",47,"Yes","Low",1
"4701","Female","Yes",38,"Yes","Low",3
"4702","Male","Yes",50,"No","High",4
"4703","Female","Yes",51,"Yes","Average",2
"4704","Male","Yes",32,"No","Average",2
"4705","Female","Yes",45,"Yes","Low",1
"4706","Female","No",32,"No","Low",4
"4707","Male","No",22,"No","Low",2
"4708","Male","No",59,"Yes","Low",1
"4709","Female","No",21,"No","Low",4
"4710","Male","Yes",62,"Yes","Average",3
"4711","Male","Yes",67,"Yes","Low",2
"4712","Female","No",73,"Yes","Low",1
"4713","Male","Yes",85,"No","Low",1
"4714","Female","No",40,"Yes","Low",1
"4715","Female","Yes",27,"No","Low",2
"4716","Male","Yes",41,"Yes","Average",2
"4717","Male","Yes",46,"Yes","Low",3
